medicinalproduct,activesubstancename,rancount,activesubstancecount,source
ZAMADOL,TRAMADOL HYDROCHLORIDE,4.022,5764,faers
ULTRAM (TRAMADOL HYDROCHLORIDE),TRAMADOL HYDROCHLORIDE,12.022,5764,faers
ULTRAM ER,TRAMADOL HYDROCHLORIDE,35.022,5764,faers
ULTRAM,TRAMADOL HYDROCHLORIDE,44.022,5764,faers
TRIDURAL (TRAMADOL HYDROCHLORIDE),TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TREMADOL,TRAMADOL HYDROCHLORIDE,4.022,5764,faers
TRAMUNDIN,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMODA,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMEDO SR 100,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMDOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,2.022,5764,faers
TRAMAL TROPFEN,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMAL RETARD 100 MG,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMAL OD 25 MG,TRAMADOL HYDROCHLORIDE,3.022,5764,faers
TRAMADOL/TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,34.022,5764,faers
TRAMADOL (TRAMADOL HYDROCHLORIDE),TRAMADOL HYDROCHLORIDE,23.022,5764,faers
TRAMADOLOR 100 ID RETARDTABLETTEN,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMADOL MEPHA,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMADOL LP,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
"TRAMADOL HYDROCHLORIDE (WATSON LABORATORIES) (TRAMADOL HYDROCHLORIDE) TABLET, 50MG",TRAMADOL HYDROCHLORIDE,2.022,5764,faers
TRAMADOL HYDROCHLORIDE (UNKNOWN),TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMADOL HYDROCHLORIDE (TRAMADOL) TABLET,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMADOL HYDROCHLORIDE(TRAMADOL HYDROCHLORIDE),TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMADOL HYDROCHLORIDE (TRAMADOL HYDROCHLORIDE),TRAMADOL HYDROCHLORIDE,5.022,5764,faers
TRAMADOL HYDROCHLORIDE TABLETS USP 50 MG,TRAMADOL HYDROCHLORIDE,5.022,5764,faers
"TRAMADOL HYDROCHLORIDE TABLETS, USP",TRAMADOL HYDROCHLORIDE,2.022,5764,faers
TRAMADOL HYDROCHLORIDE TABLETS,TRAMADOL HYDROCHLORIDE,9.022,5764,faers
TRAMADOL HYDROCHLORIDE IR,TRAMADOL HYDROCHLORIDE,3.022,5764,faers
TRAMADOL HYDROCHLORIDE EXTENDED-RELEASE TABLETS 200 MG,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMADOL HYDROCHLORIDE EXTENDED-RELEASE TABLETS 100 MG,TRAMADOL HYDROCHLORIDE,3.022,5764,faers
TRAMADOL HYDROCHLORIDE ER,TRAMADOL HYDROCHLORIDE,2.022,5764,faers
"TRAMADOL HYDROCHLORIDE (AELLC) (TRAMADOL) UNK, UNKUNK",TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMADOL HYDROCHLORIDE (AELLC),TRAMADOL HYDROCHLORIDE,15.022,5764,faers
TRAMADOL HYDROCHLORIDE.,TRAMADOL HYDROCHLORIDE,45.022,5764,faers
TRAMADOLHYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMADOL HYDRCHLORIDE,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMADOL HCO,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMADOL HCL ACTAVIS,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMADOL HCL 50MG TABLET AMNEAL PHARMACEUTICAL,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMADOL HCL 50 MG MYLAN,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMADOL HCL,TRAMADOL HYDROCHLORIDE,44.022,5764,faers
TRAMADOL ER,TRAMADOL HYDROCHLORIDE,26.022,5764,faers
TRAMADOL CHLORHYDRATE,TRAMADOL HYDROCHLORIDE,2.022,5764,faers
TRAMADOL AUROBINDO 50 MG HARD CAPSULES,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRAMADOL ARROW TABLET,TRAMADOL HYDROCHLORIDE,2.022,5764,faers
TRAMADOL ACTAVIS L.P.,TRAMADOL HYDROCHLORIDE,2.022,5764,faers
TRAMADOC,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TRADONAL,TRAMADOL HYDROCHLORIDE,14.022,5764,faers
TRADOLAN RETARD,TRAMADOL HYDROCHLORIDE,2.022,5764,faers
TRADOL,TRAMADOL HYDROCHLORIDE,9.022,5764,faers
TOPALGIC//TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,9.022,5764,faers
TOPALGIC [TRAMADOL HYDROCHLORIDE],TRAMADOL HYDROCHLORIDE,1.022,5764,faers
TOPALGIC LP 150 MG,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
RYBIX ODT,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
RALIVIA,TRAMADOL HYDROCHLORIDE,13.022,5764,faers
ONETRAM,TRAMADOL HYDROCHLORIDE,5.022,5764,faers
NOBLIGAN,TRAMADOL HYDROCHLORIDE,6.022,5764,faers
MONOCRIXO LP,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
MONOCRIXO,TRAMADOL HYDROCHLORIDE,13.022,5764,faers
MK-9384,TRAMADOL HYDROCHLORIDE,4.022,5764,faers
IC TRAMADOL HCL 50 MG TABLET CVS PHARMACY #0278,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
IC TRAMADOL HCL 50 MG CARACO PHARM TO CVS PHARMACY,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
GENERIC TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,2.022,5764,faers
GENERIC TRAMADOL ER,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
FORTRADOL,TRAMADOL HYDROCHLORIDE,2.022,5764,faers
DURELA,TRAMADOL HYDROCHLORIDE,2.022,5764,faers
DOLPAR,TRAMADOL HYDROCHLORIDE,5.022,5764,faers
CONZIP,TRAMADOL HYDROCHLORIDE,2.022,5764,faers
CONTRAMAL SR,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
CONTRAMAL LP,TRAMADOL HYDROCHLORIDE,8.022,5764,faers
"CONTRAMAL - 100 MG/ML GOCCE ORALI, SOLUZIONE - GRUNETHAL ITALIA S.R.L.",TRAMADOL HYDROCHLORIDE,1.022,5764,faers
CONTRAMAL - 100 MG/ML GOCCE ORALI SOLUZIONE - GRUNENTHAL ITALIA S.R.L.,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
CONTRAMAL 100 MG/ML,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
CONTRAMAL - 100 MG COMPRESSE A RILASCIO PROLUNGATO - GRUNENTHAL ITALIA,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
CONTRAMAL 100 MG/2ML0,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
CONTRAMAL,TRAMADOL HYDROCHLORIDE,43.022,5764,faers
BLINDED TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
BIODALGIC,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
ADOLONTA - SLOW RELEASE,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
ADOLONTA RETARD,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
ADOLONTA,TRAMADOL HYDROCHLORIDE,10.022,5764,faers
ADAMON,TRAMADOL HYDROCHLORIDE,4.022,5764,faers
DIFMETRE - SUPPOSTE - BGP PRODUCTS S.R.L.,CAFFEINE\INDOMETHACIN\PROCHLORPERAZINE MALEATE,1.046,18,faers
DIFMETRE - COMPRESSE RIVESTITE - BGP PRODUCTS S.R.L.,CAFFEINE\INDOMETHACIN\PROCHLORPERAZINE MALEATE,1.046,18,faers
DIFMETRE - COMPRESSE RIVESTITE - ABBOTT S.R.L.,CAFFEINE\INDOMETHACIN\PROCHLORPERAZINE MALEATE,1.046,18,faers
DIFMETRE,CAFFEINE\INDOMETHACIN\PROCHLORPERAZINE MALEATE,7.046,18,faers
DEANXIT,FLUPENTIXOL DIHYDROCHLORIDE\MELITRACEN HYDROCHLORIDE,23.052,36,faers
PEPPERMINT.,PEPPERMINT,8.01,10,faers
ANESTHETIC,BENZOCAINE\LIDOCAINE HYDROCHLORIDE,9.034,9,faers
HEPATAMINE,ALANINE\ARGININE\CYSTEINE\GLYCINE\HISTIDINE\ISOLEUCINE\LEUCINE\LYSINE\METHIONINE\PHENYLALANINE\PROLINE\SERINE\THREONINE\TRYPTOPHAN\VALINE,2.137,2,faers
"XARELTO (RIVAROXABAN) JANSSEN PHARMACEUTICALS, INC",RIVAROXABAN,1.011,58153,faers
XARELTO,RIVAROXABAN,44.011,58153,faers
RIVAROXIBAN,RIVAROXABAN,2.011,58153,faers
RIVAROXABAN 20MG JANSSEN PHARMACEUTICALS,RIVAROXABAN,1.011,58153,faers
RIVAROXABAN 20MG JANSSEN,RIVAROXABAN,3.011,58153,faers
RIVAROXABAN 20 MG JANSSEN,RIVAROXABAN,12.011,58153,faers
RIVAROXABAN 20MG BAYER,RIVAROXABAN,1.011,58153,faers
RIVAROXABAN 20MG,RIVAROXABAN,11.011,58153,faers
RIVAROXABAN 15MG JANSSEN,RIVAROXABAN,1.011,58153,faers
"RIVAROXABAN 15 MG, JANSSEN",RIVAROXABAN,1.011,58153,faers
RIVAROXABAN 15 MG JANSSEN,RIVAROXABAN,8.011,58153,faers
RIVAROXABAN 15MG,RIVAROXABAN,8.011,58153,faers
"RIVAROXABAN 15, 20 MG JANSSEN ORTHO, LLC",RIVAROXABAN,1.011,58153,faers
"RIVAROXABAN 10 MG JANSSEN PHARMACEUTICALS, INC",RIVAROXABAN,1.011,58153,faers
RIVAROXABAN 10 MG JANSSEN,RIVAROXABAN,1.011,58153,faers
RIVAROXABAN 10MG,RIVAROXABAN,1.011,58153,faers
RIVAROXABAN,RIVAROXABAN,41.011,58153,faers
BLINDED; RIVAROXABAN,RIVAROXABAN,4.011,58153,faers
BLINDED RIVAROXABAN,RIVAROXABAN,9.011,58153,faers
NIMOTUZUMAB,NIMOTUZUMAB,11.011,16,faers
BENZOYLECGONINE (BENZOYLECGONINE),BENZOYLECGONINE,2.015,42,faers
BENZOYLECGONINE,BENZOYLECGONINE,16.015,42,faers
PERTUZUMAB (PERTUZUMAB) (PERTUZUMAB),PERTUZUMAB,2.01,1988,faers
PERTUZUMAB INFOPL CONC 30MG/ML,PERTUZUMAB,1.01,1988,faers
PERTUZUMAB,PERTUZUMAB,42.01,1988,faers
PERTUZAMAB,PERTUZUMAB,1.01,1988,faers
PERJETA,PERTUZUMAB,41.01,1988,faers
BLINDED PERTUZUMAB,PERTUZUMAB,19.01,1988,faers
TALIMOGENE LAHERPAREPVEC,TALIMOGENE LAHERPAREPVEC,3.024,5,faers
IMLYGIC,TALIMOGENE LAHERPAREPVEC,1.024,5,faers
PANFUREX,NIFUROXAZIDE,3.012,15,faers
NIFUROXAZIDE,NIFUROXAZIDE,10.012,15,faers
FUROXONE,FURAZOLIDONE,1.012,12,faers
FURAZOLIDONE (UNKNOWN),FURAZOLIDONE,1.012,12,faers
FURAZOLIDONE,FURAZOLIDONE,5.012,12,faers
FURAZOLIDON,FURAZOLIDONE,1.012,12,faers
RECOXA,MELOXICAM,2.009,6890,faers
PMS-MELOXICAM,MELOXICAM,1.009,6890,faers
MOVATEC (MELOXICAM),MELOXICAM,1.009,6890,faers
MOVATEC,MELOXICAM,1.009,6890,faers
MOVALIS,MELOXICAM,26.009,6890,faers
MOBIX,MELOXICAM,2.009,6890,faers
MOBICOX,MELOXICAM,23.009,6890,faers
MOBIC,MELOXICAM,44.009,6890,faers
MOBEC,MELOXICAM,2.009,6890,faers
MEXOLAN,MELOXICAM,1.009,6890,faers
MELOXIN,MELOXICAM,1.009,6890,faers
MELOXICAN,MELOXICAM,10.009,6890,faers
MELOXICAM (UNKNOWN) (MELOXICAM),MELOXICAM,3.009,6890,faers
MELOXICAM (UNKNOWN),MELOXICAM,4.009,6890,faers
MELOXICAM TABLETS USP 7.5 MG,MELOXICAM,5.009,6890,faers
MELOXICAM TABLETS USP 7.5MG,MELOXICAM,2.009,6890,faers
"MELOXICAM TABLETS USP, 15 MG",MELOXICAM,1.009,6890,faers
MELOXICAM TABLETS USP 15 MG,MELOXICAM,2.009,6890,faers
MELOXICAM TABLETS USP 15MG,MELOXICAM,11.009,6890,faers
"MELOXICAM TABLETS, USP",MELOXICAM,1.009,6890,faers
MELOXICAM TABLETS 15 MG,MELOXICAM,2.009,6890,faers
MELOXICAM TABLETS,MELOXICAM,1.009,6890,faers
MELOXICAM TABLET,MELOXICAM,1.009,6890,faers
MELOXICAM MYLAN GENERICS 15MG,MELOXICAM,1.009,6890,faers
"MELOXICAM (MELOXICAM) UNKNOWN, UNKNOWN",MELOXICAM,1.009,6890,faers
MELOXICAM (MELOXICAM) UNKNOWN,MELOXICAM,4.009,6890,faers
MELOXICAM (MELOXICAM) (MELOXICAM),MELOXICAM,5.009,6890,faers
MELOXICAM (MELOXICAM),MELOXICAM,18.009,6890,faers
MELOXICAM  (MELOXICAM),MELOXICAM,1.009,6890,faers
"MELOXICAM AUROBINDO TABLETS 7.5 MG (MELOXICAM) TABLET, 7.5MG",MELOXICAM,1.009,6890,faers
MELOXICAM 7.5MG ZYDUS PHARMACEUTICALS,MELOXICAM,4.009,6890,faers
MELOXICAM 7.5MG WALGREEN^S,MELOXICAM,1.009,6890,faers
MELOXICAM 7.5 MG TABLET,MELOXICAM,1.009,6890,faers
MELOXICAM 7.5 MG TAB,MELOXICAM,1.009,6890,faers
MELOXICAM 7.5 MG,MELOXICAM,1.009,6890,faers
MELOXICAM 15 MG WALMART PHARMACY,MELOXICAM,1.009,6890,faers
MELOXICAM 15 MG UNICHEM PHARMAC,MELOXICAM,1.009,6890,faers
MELOXICAM 15 MG TAB MYL MYLAN (A YELLOW-ROUND TAB IMPRINTED M,MELOXICAM,1.009,6890,faers
MELOXICAM 1.5 MG TAB,MELOXICAM,1.009,6890,faers
"MELOXICAM 15MG (MELOXICAM) UNKNOWN, 15MG",MELOXICAM,1.009,6890,faers
MELOXICAM 15 MG LUPIN PHARMACEU,MELOXICAM,2.009,6890,faers
MELOXICAM 15 MG CVS,MELOXICAM,1.009,6890,faers
MELOXICAM 15 MG CIPLA USA.INC,MELOXICAM,1.009,6890,faers
MELOXICAM 15 MG CAD MIDDLE AST PHARMACEUTICAL IND,MELOXICAM,1.009,6890,faers
"MELOXICAM 15 MG CADILA HEALTHCARE, INDIA",MELOXICAM,1.009,6890,faers
MELOXICAM 15 MG BOEHRINGER INGELHEIM PHARMACEUTICALS,MELOXICAM,1.009,6890,faers
MELOXICAM 15MG,MELOXICAM,8.009,6890,faers
MELOXICAM.,MELOXICAM,40.009,6890,faers
MELOXIC 7.5 LUPIN,MELOXICAM,1.009,6890,faers
MELOX,MELOXICAM,6.009,6890,faers
MELOKSIKAM,MELOXICAM,1.009,6890,faers
MELARTH,MELOXICAM,1.009,6890,faers
LEM,MELOXICAM,1.009,6890,faers
COXFLAM,MELOXICAM,7.009,6890,faers
ARTROZAN,MELOXICAM,1.009,6890,faers
THYMIDINE,THYMIDINE,1.009,1,faers
NEFAZODONE,NEFAZODONE,29.01,66,faers
PRAXILENE,NAFRONYL,28.008,81,faers
NAFTIDROFURYL,NAFRONYL,15.008,81,faers
ENELBIN,NAFRONYL,4.008,81,faers
PANIMYCIN,DIBEKACIN SULFATE,3.017,3,faers
SALINE WASH,SODIUM BICARBONATE\SODIUM CHLORIDE,1.034,19,faers
REFILL SALINE PACKETS 3:1 SODIUM BICARB + SODIUM CHLORID,SODIUM BICARBONATE\SODIUM CHLORIDE,1.034,19,faers
NEILMED SINUS RINSE,SODIUM BICARBONATE\SODIUM CHLORIDE,7.034,19,faers
KETTLE NETI POT,SODIUM BICARBONATE\SODIUM CHLORIDE,3.034,19,faers
BICART SELECT COMBIPACK,SODIUM BICARBONATE\SODIUM CHLORIDE,1.034,19,faers
HALOPERIDOL DECONOATE,HALOPERIDOL DECANOATE,1.021,414,faers
HALOPERIDOL DECONATE,HALOPERIDOL DECANOATE,1.021,414,faers
HALOPERIDOL DECANOATE INJECTION USP,HALOPERIDOL DECANOATE,1.021,414,faers
HALOPERIDOL DECANOATE INJECTION,HALOPERIDOL DECANOATE,6.021,414,faers
HALOPERIDOL DECANOATE 100MG IM,HALOPERIDOL DECANOATE,1.021,414,faers
HALOPERIDOL DECANOATE.,HALOPERIDOL DECANOATE,28.021,414,faers
HALOPERIDOL DECANOAAT,HALOPERIDOL DECANOATE,1.021,414,faers
HALOMONTH,HALOPERIDOL DECANOATE,12.021,414,faers
HALDOL DEPOT,HALOPERIDOL DECANOATE,1.021,414,faers
HALDOL DECANOATE,HALOPERIDOL DECANOATE,34.021,414,faers
STRONTIUM RANELATE,STRONTIUM RANELATE,16.018,75,faers
PROTOS (BRAZIL),STRONTIUM RANELATE,3.018,75,faers
PROTOS                             /00737201/,STRONTIUM RANELATE,4.018,75,faers
PROTELOS,STRONTIUM RANELATE,21.018,75,faers
PROTAXOS (PROTAXOS - STRONTIUM RANELATE) (NOT SPECIFIED),STRONTIUM RANELATE,1.018,75,faers
SARCOSINE,SARCOSINE,4.009,4,faers
RECOMBINANT HUMAN FOLLICLE-STIMULATING HORMONE (R-HFSH),FOLLITROPIN,1.011,507,faers
PUREGON                            /01348901/,FOLLITROPIN,8.011,507,faers
GONAL-F RFF,FOLLITROPIN,7.011,507,faers
GONAL-F,FOLLITROPIN,40.011,507,faers
GONALEF,FOLLITROPIN,1.011,507,faers
FSH,FOLLITROPIN,1.011,507,faers
FOLLITROPIN BETA,FOLLITROPIN,26.011,507,faers
FOLLITROPIN ALFA,FOLLITROPIN,13.011,507,faers
FOLLISTIM AQ,FOLLITROPIN,11.011,507,faers
FOLLISTIM,FOLLITROPIN,30.011,507,faers
"FOLLICLE STIMULATING HORMONE, RECOMBINANT",FOLLITROPIN,1.011,507,faers
TACHIFLUDEC,ACETAMINOPHEN\ASCORBIC ACID\PHENYLEPHRINE,4.041,10,faers
LEMSIP WITH PHENYLEPHRINE,ACETAMINOPHEN\ASCORBIC ACID\PHENYLEPHRINE,3.041,10,faers
VIRAMUNE XR,NEVIRAPINE,1.01,1261,faers
VIRAMUNE,NEVIRAPINE,41.01,1261,faers
VIRAMUN,NEVIRAPINE,1.01,1261,faers
NEVIRAPINE (UNKNOWN),NEVIRAPINE,1.01,1261,faers
"NEVIRAPINE TABLETS/ HETERO LABS, LTD",NEVIRAPINE,1.01,1261,faers
NEVIRAPINE TABLETS,NEVIRAPINE,1.01,1261,faers
NEVIRAPINE SANDOZ,NEVIRAPINE,1.01,1261,faers
NEVIRAPINE OR PLACEBO,NEVIRAPINE,1.01,1261,faers
NEVIRAPINE NON-BI,NEVIRAPINE,1.01,1261,faers
NEVIRAPINE (NEVIRAPINE) TABLET,NEVIRAPINE,1.01,1261,faers
NEVIRAPINE (NEVIRAPINE),NEVIRAPINE,17.01,1261,faers
NEVIRAPINE MYLAN 200MG TABLETS,NEVIRAPINE,3.01,1261,faers
NEVIRAPINE ANHYDROUS,NEVIRAPINE,1.01,1261,faers
NEVIRAPINE 200MG TABLETS,NEVIRAPINE,2.01,1261,faers
NEVIRAPINE 200MG,NEVIRAPINE,2.01,1261,faers
NEVIRAPINE.,NEVIRAPINE,38.01,1261,faers
NEVIRAPIN,NEVIRAPINE,1.01,1261,faers
OBETROL,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,3.096,5175,faers
MIXED SALTS OF AMPHETAMINE,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
MIXED AMPHETAMINE SALTS 20 MG COREPHARMA,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
MIXED AMPHETAMINE SALTS,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,20.096,5175,faers
MIXED AMFETAMINE SALTS,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
GENERIC FOR ADDERALL,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
GENERIC ADDERALL XR 30MG,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
GENERIC ADDERALL XR 10 MG,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
GENERIC ADDERALL XR,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,2.096,5175,faers
GENERIC ADDERALL IR 30MG SANDOZ,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
GENERIC ADDERALL ER M AMPHETE SALTS,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
GENERIC ADDERALL 30MG AUROBINDO,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
GENERIC ADDERALL 30 MG ACTIVIS,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
GENERIC ADDERALL 20 MG MALLINCKRODT,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,2.096,5175,faers
GENERIC ADDERALL 20MG COR 135 RANBAXY,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
GENERIC ADDERALL,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,11.096,5175,faers
"DEXTROAMPHET SACCHARAT, AMPHET ASPARTATE, DEXTROAMPHET SULFATE AND AMPHET SULFAT",AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,18.096,5175,faers
DEXTROAMPHETAMINE SALTS,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
"DEXTROAMPHETAMINE SAC/SLF, AMPHETAMINE ASP/SLF (MIXED SALTS)(WATSON)",AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,5.096,5175,faers
DEXTROAMPHETAMINE-AMPHETAMINE ER,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
DEXTROAMPHETAMIN AMPHETAMINE ER 20MG ACTAVIS,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
"DEXTROAMP-AMPHET ER, 45MG, ACTAVIS",AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
DEXTROAMP-AMPHETER 30MG ACTAVIS,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
DEXTROAMP-AMPHET ER 20MG CAPS TEVA,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
DEXTROAMP-AMPHETAMINE ER,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
DEXTROAMP-AMPHETAMINE 30MG AUROBINDO PHARM,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
DEXTROAMP-AMPHETAMIN 20MG AUROBINDO PHARMACY,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
DEX/AMPH SLT CO ER20MG BARR GENERIC FOR ADDERALL XR 20MG,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
D AMPHETAMINE SALTS XR,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
D-AMPHETAMINE SALTS,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,5.096,5175,faers
D AMPHETAMINE SALT COMBO 30 MG TAB TEVA,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
D AMPHETAMINE SALT COMBO 30 IR,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
D-AMPHETAMINE SALT COMBO,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,7.096,5175,faers
D-AMPHETAMINE SALT CAMBO,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
D-AMPHETAMINE COMBO SALTS,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
D-AMPH/AMPH COMBO 20 MG AUROBINDO PHARMA,AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,1.096,5175,faers
