"medicinalproduct","activesubstancename"
"MAGONATE","MAGNESIUM CARBONATE"
"MAGNEZIN","MAGNESIUM CARBONATE"
"MAGNESIUM CARBONATE","MAGNESIUM CARBONATE"
"BUCKLEY^S MIXTURE (AMMONIUM)","AMMONIUM CARBONATE\CAMPHOR\HERBALS\MENTHOL\POTASSIUM BICARBONATE"
"TIMOLIDE","HYDROCHLOROTHIAZIDE\TIMOLOL MALEATE"
"CISAPRIDE MONOHYDRATE","CISAPRIDE MONOHYDRATE"
"MANGANESE GLUCONATE.","MANGANESE GLUCONATE"
"PLACIDYL","ETHCHLORVYNOL"
"ETHCHLORVYNOL","ETHCHLORVYNOL"
"COMFORT","HYDROGEN PEROXIDE\ISOPROPYL ALCOHOL"
"PERIDYS","DOMPERIDONE"
"PERIDON /00498201/","DOMPERIDONE"
"PERIDON                            /00498201/","DOMPERIDONE"
"PERIDON","DOMPERIDONE"
"OROPERIDYS","DOMPERIDONE"
"NAUZELIN","DOMPERIDONE"
"MOTILIUM 10","DOMPERIDONE"
"MOTILIUM","DOMPERIDONE"
"GASTRIUM /00498201/","DOMPERIDONE"
"GASTRIUM                           /00498201/","DOMPERIDONE"
"EUCITON","DOMPERIDONE"
"DOMPERIDONE WINTHROP","DOMPERIDONE"
"DOMPERIDONE (UNKNOWN)","DOMPERIDONE"
"DOMPERIDONE TYK","DOMPERIDONE"
"DOMPERIDONE (DOMPERIDONE)","DOMPERIDONE"
"DOMPERIDONE BIOGARAN","DOMPERIDONE"
"DOMPERIDONE ARROX","DOMPERIDONE"
"DOMPERIDONE ARROW /00498201/","DOMPERIDONE"
"DOMPERIDONE ARROW                  /00498201/","DOMPERIDONE"
"DOMPERIDONE ARROW","DOMPERIDONE"
"DOMPERIDONE ALMUS","DOMPERIDONE"
"DOMPERIDONE","DOMPERIDONE"
"DOMPERIDON","DOMPERIDONE"
"BIPERIDYS","DOMPERIDONE"
"JONOSTERIL NOT SPECIFIED","CALCIUM ACETATE\MAGNESIUM ACETATE\POTASSIUM ACETATE\SODIUM ACETATE\SODIUM CHLORIDE"
"JONOSTERIL","CALCIUM ACETATE\MAGNESIUM ACETATE\POTASSIUM ACETATE\SODIUM ACETATE\SODIUM CHLORIDE"
"VITAMIN B-6","PYRIDOXINE"
"PYRIDOXINE (UNKNOWN)","PYRIDOXINE"
"PYRIDOXINE (PYRIDOXINE) UNKNOWN","PYRIDOXINE"
"PYRIDOXINE (MANUFACTURER UNKNOWN)","PYRIDOXINE"
"PYRIDOXINE INJECTION (MANUFACTURER UNKNOWN)","PYRIDOXINE"
"PYRIDOXINE                         /00058902/","PYRIDOXINE"
"PYRIDOXINE","PYRIDOXINE"
"PYRIDOXIN","PYRIDOXINE"
"PERIDOXINE","PYRIDOXINE"
"BECILAN","PYRIDOXINE"
"KALBITOR","ECALLANTIDE"
"ECALLANTIDE","ECALLANTIDE"
"PREDNISOLONE SODIUM SULFOBENZOATE","PREDNISOLONE SODIUM METAZOATE"
"PREDNISOLONE SODIUM METASULFOBENZOATE","PREDNISOLONE SODIUM METAZOATE"
"PREDNISOLONE METASULFOBENZOATE SODIUM","PREDNISOLONE SODIUM METAZOATE"
"STIOLTO RESPIMAT","OLODATEROL HYDROCHLORIDE\TIOTROPIUM BROMIDE MONOHYDRATE"
"SPIOLTO","OLODATEROL HYDROCHLORIDE\TIOTROPIUM BROMIDE MONOHYDRATE"
"ADDAMEL","ELECTROLYTES NOS\MINERALS\SORBITOL"
"NUTRINEAL PERITONEAL DIALYSIS 4 ? 1,1 % DACIDES AMIN?S, SOLUTION POUR","AMINO ACIDS\CALCIUM CHLORIDE\MAGNESIUM CHLORIDE\SODIUM CHLORIDE\SODIUM LACTATE"
"NUTRINEAL PD4 1.1% AMINOS?UREN","AMINO ACIDS\CALCIUM CHLORIDE\MAGNESIUM CHLORIDE\SODIUM CHLORIDE\SODIUM LACTATE"
"NUTRINEAL PD4","AMINO ACIDS\CALCIUM CHLORIDE\MAGNESIUM CHLORIDE\SODIUM CHLORIDE\SODIUM LACTATE"
"NUTRINEAL","AMINO ACIDS\CALCIUM CHLORIDE\MAGNESIUM CHLORIDE\SODIUM CHLORIDE\SODIUM LACTATE"
"LYSERGIDE","LYSERGIDE"
"LYSERGIC ACID DIETHYLAMIDE (LSD)","LYSERGIDE"
"LYSERGIC ACID DIETHYLAMIDE","LYSERGIDE"
"LSERGIC ACID DIETHYLAMIDE","LYSERGIDE"
"LSD","LYSERGIDE"
"LAMIVUDINE+STAVUDINE+EFAVIRENZ (LAMIVUDINE+STAVUDINE+EFAVIRENZ)","EFAVIRENZ\LAMIVUDINE\STAVUDINE"
"EFAVIRENZ W/LAMIVUDINE/STAVUDINE","EFAVIRENZ\LAMIVUDINE\STAVUDINE"
"VAGANTIN","METHANTHELINE BROMIDE"
"AMMONIUM CHLORIDE.","AMMONIUM CHLORIDE"
"BUT/ASA/CAFF","BUTALBITAL\CAFFEINE\SALICYLIC ACID"
"TRIVASTAL (PIRIBEDIL)","PIRIBEDIL"
"TRIVASTAL 50MG LP","PIRIBEDIL"
"TRIVASTAL 50 MG","PIRIBEDIL"
"TRIVASTAL /00397201/","PIRIBEDIL"
"TRIVASTAL                          /00397201/","PIRIBEDIL"
"TRIVASTAL","PIRIBEDIL"
"PIRIBEDIL","PIRIBEDIL"
"CLARIUM 50 MG","PIRIBEDIL"
"XELJANZ","TOFACITINIB CITRATE"
"TOFACITINIB CITRATE TABLET","TOFACITINIB CITRATE"
"TOFACITINIB CITRATE","TOFACITINIB CITRATE"
"JAQINUS","TOFACITINIB CITRATE"
"MITRAGYNINE KRATOM","MITRAGYNINE"
"MITRAGYNINE","MITRAGYNINE"
"MITRAGYNA SPECIOSA (MITRAGYNINE)","MITRAGYNINE"
"CHLORAMPHENICOL SODIUM SUCCINATE.","CHLORAMPHENICOL SODIUM SUCCINATE"
"FUSION PLUS","IRON\VITAMIN B"
"METABOLITE","CHROMIUM\CITRIC ACID MONOHYDRATE\GYMNEMA SYLVESTRE LEAF EXTRACT"
"SULPAN","BROMAZEPAM\SULPIRIDE"
"SUXAMETHONIUM CHLORIDE (UNKNOWN)","SUCCINYLCHOLINE CHLORIDE"
"SUXAMETHONIUM CHLORIDE","SUCCINYLCHOLINE CHLORIDE"
"SUXAMETHONIUM BIOCODEX","SUCCINYLCHOLINE CHLORIDE"
"SUCCINYLDICHOLINE CHLORIDE","SUCCINYLCHOLINE CHLORIDE"
"SUCCINYLCHOLINE CHLORIDE.","SUCCINYLCHOLINE CHLORIDE"
"SUCCINYLCHOLINE CHLORIDE","SUCCINYLCHOLINE CHLORIDE"
"QUELICIN","SUCCINYLCHOLINE CHLORIDE"
"MIOFLEX                            /00057702/","SUCCINYLCHOLINE CHLORIDE"
"MIOFLEX","SUCCINYLCHOLINE CHLORIDE"
"CURACIT","SUCCINYLCHOLINE CHLORIDE"
"CELOCURINE","SUCCINYLCHOLINE CHLORIDE"
"CELOCURIN","SUCCINYLCHOLINE CHLORIDE"
"BIOCODEX SUXAMETHONIUM","SUCCINYLCHOLINE CHLORIDE"
"ANECTINE","SUCCINYLCHOLINE CHLORIDE"
"BALUGRASTIM","BALUGRASTIM"
"UROCALUN","QUERCUS SALICINA STEM"
"SEFTUM, 100 MG, MERCK (CEFTIBUTEN)","CEFTIBUTEN"
"KEIMAX (CEFTIBUTEN) CAPSULE, 400MG","CEFTIBUTEN"
"KEIMAX","CEFTIBUTEN"
"ISOCEF (CEFTIBUTEN) CAPSULE, 400 MG","CEFTIBUTEN"
"ISOCEF (CEFTIBUTEN) CAPSULE, 400MG","CEFTIBUTEN"
"ISOCEF","CEFTIBUTEN"
"CEFTIBUTEN (CEFTIBUTEN) CAPSULE","CEFTIBUTEN"
"CEFTIBUTEN.","CEFTIBUTEN"
"CEFTIBUTEN","CEFTIBUTEN"
"CEDEX (CEFTIBUTEN) CAPSULE","CEFTIBUTEN"
"PHENETURIDE","PHENETURIDE"
"TOPIMAX                            /00949801/","PREDNICARBATE"
"PREDNICARBATE.","PREDNICARBATE"
"DERMATOP","PREDNICARBATE"
"TOCOPHEROL CALCIUM SUCCINATE",".ALPHA.-TOCOPHEROL CALCIUM SUCCINATE, D-"
"CARTICEL","AUTOLOGOUS CULTURED CHONDROCYTES"
"AUTOLOGOUS CHONDROCYTES","AUTOLOGOUS CULTURED CHONDROCYTES"
"VANUCIZUMAB","VANUCIZUMAB"
"AZINTAMIDE","AZINTAMIDE"
"PHENDIMETRAZINE","PHENDIMETRAZINE"
"STERCULIA","KARAYA GUM"
"NORMACOL","KARAYA GUM"
"CALCIUM CARBONATE WITH VITAMIN D","CALCIUM CARBONATE\ERGOCALCIFEROL"
"CALCIUM CARBONATE (+) ERGOCALCIFEROL","CALCIUM CARBONATE\ERGOCALCIFEROL"
"TERSIGAN","OXITROPIUM BROMIDE"
"OXIVENT","OXITROPIUM BROMIDE"
"POLAMIDON","LEVOMETHADONE"
"LEVOMETHADONE","LEVOMETHADONE"
"GRAIN SMUT MIXTURE","USTILAGO AVENAE\USTILAGO MAYDIS\USTILAGO NUDA HORDEI\USTILAGO TRITICI"
"FENAZOL","FLUFENAMIC ACID"
"TRIMIPRAMIN-RATIOPHARM 100 MG TABLETTEN","TRIMIPRAMINE MALEATE"
"TRIMIPRAMINE MALEATE.","TRIMIPRAMINE MALEATE"
"TRIMIPRAMIN AL /00051802/","TRIMIPRAMINE MALEATE"
"TRIMIPRAMIN /00051802/","TRIMIPRAMINE MALEATE"
"TRIMIPRAMIN                        /00051802/","TRIMIPRAMINE MALEATE"
"TRIMIPRAMIN","TRIMIPRAMINE MALEATE"
"SURMONTIL","TRIMIPRAMINE MALEATE"
"STANGYL","TRIMIPRAMINE MALEATE"
"SORILUX","CALCIPOTRIENE"
"DOVONEX","CALCIPOTRIENE"
"DAIVONEX OINTMENT","CALCIPOTRIENE"
"DAIVONEX","CALCIPOTRIENE"
"CALCITRENE","CALCIPOTRIENE"
"CALCIPOTRIOL","CALCIPOTRIENE"
"CALCIPOTRIENE TOPICAL SOLUTION, 0.005% (SCALP SOLUTION)","CALCIPOTRIENE"
"CALCIPOTRIENE SUBSTITUTED FOR DOVONEX CREAMS LEO LABORATERIES DUBLIN, IRELAND (MFG. FOR PROSCO LABORATORIES MASON, OH. 45040 USA.","CALCIPOTRIENE"
"CALCIPOTRIENE OINTMENT .005% TARO","CALCIPOTRIENE"
"CALCIPOTRIENE OINTMENT 0.005%","CALCIPOTRIENE"
"CALCIPOTRIENE OINTMENT","CALCIPOTRIENE"
"CALCIPOTRIENE CUTANEOUS FOAM","CALCIPOTRIENE"
"CALCIPOTRIENE CREAM .005% GLENMARK","CALCIPOTRIENE"
"CALCIPOTRIENE CREAM, 0.005%","CALCIPOTRIENE"
"CALCIPOTRIENE CREAM 0.005%","CALCIPOTRIENE"
"CALCIPOTRIENE.","CALCIPOTRIENE"
"TETRAVISC","TETRACAINE HYDROCHLORIDE"
"TETRACAINE HYDROCHLORIDE.","TETRACAINE HYDROCHLORIDE"
"PONTOCAINE (TETRACAINE) 0.5 %","TETRACAINE HYDROCHLORIDE"
"MINIMS TETRACAINE HYDROCHLORIDE 0.5% W/V EYE DROPS, SOLUTION","TETRACAINE HYDROCHLORIDE"
"SEKI","CLOPERASTINE"
"HUSTAZOL","CLOPERASTINE"
"CLOPERASTINE","CLOPERASTINE"
"VALPROINSAEURE-RATIOPHARM 600 FILMTABLETTEN","VALPROIC ACID"
"VALPROINSAEURE","VALPROIC ACID"
"VALPROINEZUUR (VALPROIC ACID)","VALPROIC ACID"
"VALPROINEZUUR","VALPROIC ACID"
"VALPROIC ACID (VALPROIC ACID) (VALPROIC ACID)","VALPROIC ACID"
"VALPROIC ACID (VALPROIC ACID) (UNKNOWN) (VALPROIC ACID)","VALPROIC ACID"
"VALPROIC ACID (VALPROIC ACID) UNKNOWN","VALPROIC ACID"
"VALPROIC ACID [VALPROIC ACID]","VALPROIC ACID"
"VALPROIC ACID (VALPROIC ACID)","VALPROIC ACID"
"VALPROIC  ACID (VALPROIC ACID)","VALPROIC ACID"
"VALPROIC ACID (VALPORATE-VPA)","VALPROIC ACID"
"VALPROIC ACID (UNSPECIFIED BRAND)","VALPROIC ACID"
"VALPROIC ACID UNKNOWN PRODUCT","VALPROIC ACID"
"VALPROIC ACID (UNKNOWN)","VALPROIC ACID"
"VALPROIC ACID SYRUP 250 MG/5 ML","VALPROIC ACID"
"VALPROIC ACID SODIUM","VALPROIC ACID"
"VALPROIC ACID SANDOZ","VALPROIC ACID"
"VALPROIC ACID ORAL SOLUTION USP","VALPROIC ACID"
"VALPROIC ACID (NO PREF. NAME)","VALPROIC ACID"
"VALPROIC ACID (NON-SPECIFIC)","VALPROIC ACID"
"VALPROIC ACID (NON-SPCIFIC)","VALPROIC ACID"
"VALPROIC ACID (EXTENDED RELEASE)","VALPROIC ACID"
"VALPROIC ACID DIVALPROX","VALPROIC ACID"
"VALPROIC ACID [D]","VALPROIC ACID"
"VALPROIC ACID CAPSULES, USP 250 MG","VALPROIC ACID"
"VALPROIC ACID CAPSULES 250 MG","VALPROIC ACID"
"VALPROIC ACID 500 MG","VALPROIC ACID"
"VALPROIC ACID 250MG/5ML QUALITEST","VALPROIC ACID"
"VALPROIC ACID.","VALPROIC ACID"
"VALPROIC","VALPROIC ACID"
"VALPROATE SODIUM W/VALPROIC ACID","VALPROIC ACID"
"VALPROATE SODIUM/VALPROIC ACID","VALPROIC ACID"
"VALPROATE SODIUM (DEPAKINE)","VALPROIC ACID"
"VALPROAT ABZ RETARDTABLETTEN 300MG","VALPROIC ACID"
"VALPORIC ACID","VALPROIC ACID"
"TORVAL","VALPROIC ACID"
"STAVZOR","VALPROIC ACID"
"SODIUM VALPROATE/VALPROIC ACID (MICROPAKINE)","VALPROIC ACID"
"PMS-VALPROIC ACID","VALPROIC ACID"
"ORFIRIL LONG (VALPROIC ACID) UNKNOWN","VALPROIC ACID"
"ORFIRIL LONG RETARD","VALPROIC ACID"
"ORFIRIL LONG","VALPROIC ACID"
"ORFIRIL","VALPROIC ACID"
"MICROPAKINE L.P.","VALPROIC ACID"
"MICROPAKINE","VALPROIC ACID"
"ERGENYL (VALPROATE SODIUM)","VALPROIC ACID"
"ERGENYL RETARD","VALPROIC ACID"
"ERGENYL PER ORAL","VALPROIC ACID"
"ERGENYL CHRONO EXTENDED RELEASE","VALPROIC ACID"
"ERGENYL CHRONO","VALPROIC ACID"
"ERGENYL                            /01294701/","VALPROIC ACID"
"ERGENYL","VALPROIC ACID"
"EPILENIL","VALPROIC ACID"
"DEPRAKINE RETARD","VALPROIC ACID"
"DEPRAKINE","VALPROIC ACID"
"DEPALEPT CHRONO","VALPROIC ACID"
"DEPALEPT","VALPROIC ACID"
"DEPAKIN (VALPROIC ACID )","VALPROIC ACID"
"DEPAKINE CRONO RETARD","VALPROIC ACID"
"DEPAKINE CRONO                     /00228502/","VALPROIC ACID"
"DEPAKINE CRONO","VALPROIC ACID"
"DEPAKINE  /00228501/ (VALPROIC ACID) (VALPROIC ACID)","VALPROIC ACID"
"DEPAKINE /00228501/","VALPROIC ACID"
"DEPAKINE                   /00228501/","VALPROIC ACID"
"DEPAKINE                           /00228501/","VALPROIC ACID"
"DEPAKIN CHRONO BT","VALPROIC ACID"
"DEPAKIN CHRONO 500MG CP A RILASCIO PROLUNGATO","VALPROIC ACID"
"DEPAKIN - CHRONO 500 MG COMPRESSE A RILASCIO PROLUNGATO - SANOFI-AVENT","VALPROIC ACID"
"DEPAKIN CHRONO - 500 MG COMPRESSE A RILASCIO PROLUNGATO - BB FARMA SRL","VALPROIC ACID"
"DEPAKIN - CHRONO 500 MG COMPRESSE A RILASCIO PROLUNGATO","VALPROIC ACID"
"DEPAKIN CHRONO 500 MG","VALPROIC ACID"
"DEPAKIN CHRONO                     /01294701/","VALPROIC ACID"
"DEPAKIN CHRONO /00228502/","VALPROIC ACID"
"DEPAKIN CHRONO                     /00228502/","VALPROIC ACID"
"DEPAKIN-CHRONO","VALPROIC ACID"
"DEPAKIN ^200 MG COMPRESSE GASTRORESISTENTI^ / VALPROIC ACID","VALPROIC ACID"
"DEPAKENE (VALPROIC ACID) SOLUTION","VALPROIC ACID"
"DEPAKENE","VALPROIC ACID"
"CONVULEX (VALPROIC ACID)","VALPROIC ACID"
"CONVULEX /00228501/ (VALPROIC ACID) (VALPROIC ACID)","VALPROIC ACID"
"CONVULEX /00228501/","VALPROIC ACID"
"BLINDED VALPROIC ACID","VALPROIC ACID"
"BALDEKEN-R","VALPROIC ACID"
"APO-VALPROIC","VALPROIC ACID"
"ACIDO VALPROICO SANDOZ 500 MG","VALPROIC ACID"
"CEFOXITIN","CEFOXITIN\CEFOXITIN SODIUM"
"CRANBERRY JUICE EXTRACT","CRANBERRY JUICE"
"CRANBERRY JUICE","CRANBERRY JUICE"
"CRANBERRY EXTRACT","CRANBERRY JUICE"
"PROCYCLIDINE HYDROCHLORIDE","PROCYCLIDINE HYDROCHLORIDE"
"PROCYCLIDINE HCL","PROCYCLIDINE HYDROCHLORIDE"
"KEMADRIN","PROCYCLIDINE HYDROCHLORIDE"
"NATALINS RX","FOLIC ACID\IRON\MINERALS\VITAMINS"
"FORCEVAL /07405301/","FOLIC ACID\IRON\MINERALS\VITAMINS"
"FORCEVAL","FOLIC ACID\IRON\MINERALS\VITAMINS"
"ELEVIT","FOLIC ACID\IRON\MINERALS\VITAMINS"
"MEMANTIN PLIVA","MEMANTINE"
"MEMANTINHYDROCHLORID BETA 20MG FILMTABLETTEN","MEMANTINE"
"MEMANTINE (UNKNOWN)","MEMANTINE"
"MEMANTINE TEVA","MEMANTINE"
"MEMANTINE ORAL SOLUTION","MEMANTINE"
"MEMANTINE (OPEN-LABEL)","MEMANTINE"
"MEMANTINE MYLAN FILM-COATED TABLETS","MEMANTINE"
"MEMANTINE MYLAN 20 MG FILM-COATED TABLETS","MEMANTINE"
"MEMANTINE (MEMANTINE) UNKNOWN","MEMANTINE"
"MEMANTINE (MEMANTINE)","MEMANTINE"
"MEMANTINE HCL","MEMANTINE"
"MEMANTINE CAP","MEMANTINE"
"MEMANTINE.","MEMANTINE"
"MEMANTINE","MEMANTINE"
"MEMANTINA TEVA 10MG","MEMANTINE"
"MEMANTINA TEVA","MEMANTINE"
"MEMANTINA MYLAN 20 MG","MEMANTINE"
"MEMANTIN","MEMANTINE"
"ALOIS","MEMANTINE"
"PIRENZEPINE","PIRENZEPINE"
"PIRENZEPIN","PIRENZEPINE"
"ZURCALE","PANTOPRAZOLE SODIUM"
"ZURCAL","PANTOPRAZOLE SODIUM"
"SOMAC CONTROL","PANTOPRAZOLE SODIUM"
"SOMAC","PANTOPRAZOLE SODIUM"
"SALPRAZ HEARTBURN RELIEF","PANTOPRAZOLE SODIUM"
"RIFUN","PANTOPRAZOLE SODIUM"
"RAN-PANTOPRAZOLE","PANTOPRAZOLE SODIUM"
"PULCET","PANTOPRAZOLE SODIUM"
"PROTONIX GENERIC","PANTOPRAZOLE SODIUM"
"PROTONIX","PANTOPRAZOLE SODIUM"
"PRADA","PANTOPRAZOLE SODIUM"
"PEPTAZOL","PANTOPRAZOLE SODIUM"
"PAZOLEXA","PANTOPRAZOLE SODIUM"
"PANTPAS","PANTOPRAZOLE SODIUM"
"PANTOZOL (SWITZERLAND)","PANTOPRAZOLE SODIUM"
"PANTOZOLE","PANTOPRAZOLE SODIUM"
"PANTOZOL","PANTOPRAZOLE SODIUM"
"PANTORC (PANTOPRAZOLE SODIUM SESQUIHYDRATE)","PANTOPRAZOLE SODIUM"
"PANTORC -  20 MG GASTRORESISTENTI","PANTOPRAZOLE SODIUM"
"PANTORC","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL TEVA","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL TABLET MSR 40MG","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL RATIOPHARM GMBH 40 MG MAGENSAFTRESISTENTE TABLETTEN","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL RANBAXY 40MG ENTEROTABLETTER","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL (PANTOPRAZOLE SODIUM SESQUIHYDRATE)","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLO TEVA - 40 MG COMPRESSE GASTRORESISTENTI","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLO MYLAN GENERICS 40MG","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLO MYLAN 20MG GASTRORESISTANT TABLET","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLO MYLAN","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLO GASTRORESISTANT TABLET","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLO","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL NYCOMED","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL NORMON (PANTOPRAZOLE SODIUM SESQUIHYDRATE) (PANTOPRZOLE SODIUM","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL HEUMANN 20 MG MAGENSAFTRESISTENTE TABLETTEN","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE (WYETH)","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE WORLD (PANTOPRAZOLE) UNKNOWN","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE TEVA 20 MG","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE TEVA","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SUN 40 MG POUDRE POUR SOLUTION INJECTABLE","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SUN","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM (UNKNOWN)","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM TABLETS","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM SESQUIHYDRATE","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM SANDOZ","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM PANTOPRAZOLE","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM DR TABLETS 20MG AND  40MG","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM DR TABLETS 20MG AND 40MG","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM DR TABLETS 20MG + 40MG","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM DR","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM DELAYED-RELEASE TABLETS, USP","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM DELAYED-RELEASE TABLETS USP","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM DELAYED RELEASE","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM (ATLLC)","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM 40 MG TEVA USA","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM.","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SODIUM","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SOD 40 MG AUROBINDO PHARMA USA","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE SOD","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE (PANTOPRAZOLE)","PANTOPRAZOLE SODIUM"
"(PANTOPRAZOLE) (PANTOPRAZOLE)","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE OR PLACEBO (CODE NOT BROKEN)","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE-MEPHA","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE MEPHA","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE (MANUFACTURER UNKNOWN)","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE ISOMED","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE GASTRO-RESISTANT TABLET 20MG","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE GASTRO-RESISTANT TABLET","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE AUROBINDO GASTRO-RESISTANT TABLET","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE ARROW 20MG","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE ALTER","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE ACTAVIS 40MG","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE ACTAVIS 20 MG GASTRO-RESISTANT TABLETS","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE ACTAVIS 20 MG","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE 40MG UNKNOWN","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE 40 MG? ???","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE 40MG","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE 20 MG GASTRO-RESISTANT TABLETS","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE 20MG","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE /01263204/","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE                       /01263204/","PANTOPRAZOLE SODIUM"
"PANTOPRAZOLE","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL DURA 40 MG MAGENSAFTRESISTENTE TABLETTEN","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL DURA 40 MG","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL DURA 20MG MAGENSAFTRESISTENTE TABLETTEN","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL DURA 20 MG MAGENSAFTRESISTENTE TABLETTEN","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL ACTAVIS 20 MG ENTERIC TABLET","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL ACTAVIS","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL ABZ PROTECT","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL ABZ","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL 40MG","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL 40","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL 20 MG","PANTOPRAZOLE SODIUM"
"PANTOPRAZOL","PANTOPRAZOLE SODIUM"
"PANTOPAZ","PANTOPRAZOLE SODIUM"
"PANTOPAN","PANTOPRAZOLE SODIUM"
"PANTOMED                           /01263204/","PANTOPRAZOLE SODIUM"
"PANTOLOC//PANTOPRAZOLE SODIUM SESQUIHYDRATE","PANTOPRAZOLE SODIUM"
"PANTOLOC /01263204/","PANTOPRAZOLE SODIUM"
"PANTOLOC                           /01263204/","PANTOPRAZOLE SODIUM"
"PANTOLOC","PANTOPRAZOLE SODIUM"
"PANTOLINE","PANTOPRAZOLE SODIUM"
"PANTO","PANTOPRAZOLE SODIUM"
"PANTEZOL","PANTOPRAZOLE SODIUM"
"PANTECTA","PANTOPRAZOLE SODIUM"
"PANTAPROZOLE","PANTOPRAZOLE SODIUM"
"PANRAZOL","PANTOPRAZOLE SODIUM"
"PANPRAX","PANTOPRAZOLE SODIUM"
"NOLPAZA","PANTOPRAZOLE SODIUM"
"IPRAALOX","PANTOPRAZOLE SODIUM"
"IPP","PANTOPRAZOLE SODIUM"
"INIPOMP","PANTOPRAZOLE SODIUM"
"EUPANTOL","PANTOPRAZOLE SODIUM"
"CONTROLOC","PANTOPRAZOLE SODIUM"
"BLINDED PANTOPRAZOLE","PANTOPRAZOLE SODIUM"
"ANESTELOC","PANTOPRAZOLE SODIUM"
"ANAGASTRA","PANTOPRAZOLE SODIUM"
"ACIPAN","PANTOPRAZOLE SODIUM"
"TOFRANIL","IMIPRAMINE HYDROCHLORIDE"
"IMPREL","IMIPRAMINE HYDROCHLORIDE"
